timestamp,open,high,low,close,volume
2020-01-01T00:00:00+00:00,3500.000000,3627.793510,3472.160136,3599.953646,2486.8720
2020-01-01T01:00:00+00:00,3599.953646,3642.727460,3563.875692,3606.649506,812.4909
2020-01-01T02:00:00+00:00,3606.649506,3639.172547,3556.578457,3589.101497,1028.9402
2020-01-01T03:00:00+00:00,3589.101497,3611.172507,3531.226137,3553.297146,1443.9385
2020-01-01T04:00:00+00:00,3553.297146,3571.291553,3497.202348,3515.196755,1429.5203
2020-01-01T05:00:00+00:00,3515.196755,3565.422632,3332.973507,3383.199384,2835.3071
2020-01-01T06:00:00+00:00,3383.199384,3394.095703,3342.593691,3353.490009,1486.9980
2020-01-01T07:00:00+00:00,3353.490009,3390.336246,3319.104797,3355.951034,1074.9987
2020-01-01T08:00:00+00:00,3355.951034,3414.082013,3236.802341,3294.933320,1664.3542
2020-01-01T09:00:00+00:00,3294.933320,3295.689960,3286.347351,3287.103992,1162.7351
2020-01-01T10:00:00+00:00,3287.103992,3306.151384,3258.672044,3277.719436,416.0136
2020-01-01T11:00:00+00:00,3277.719436,3289.105287,3257.477049,3268.862900,1022.5717
2020-01-01T12:00:00+00:00,3268.862900,3368.016042,3225.449431,3324.602573,1802.7835
2020-01-01T13:00:00+00:00,3324.602573,3330.300636,3233.887143,3239.585207,1943.1912
2020-01-01T14:00:00+00:00,3239.585207,3326.562762,3087.189980,3174.167535,2135.1932
2020-01-01T15:00:00+00:00,3174.167535,3175.686059,3167.615784,3169.134307,762.4874
2020-01-01T16:00:00+00:00,3169.134307,3180.361257,3113.155472,3124.382422,1256.9673
2020-01-01T17:00:00+00:00,3124.382422,3200.807587,3053.623364,3130.048529,1088.5988
2020-01-01T18:00:00+00:00,3130.048529,3191.830879,3021.671573,3083.453923,1929.5555
2020-01-01T19:00:00+00:00,3083.453923,3159.266297,2983.799301,3059.611675,1202.4593
2020-01-01T20:00:00+00:00,3059.611675,3101.434135,3011.147428,3052.969888,1139.8810
2020-01-01T21:00:00+00:00,3052.969888,3092.279038,3046.090550,3085.399700,1413.7841
2020-01-01T22:00:00+00:00,3085.399700,3126.297860,3069.405847,3110.304006,1548.1043
2020-01-01T23:00:00+00:00,3110.304006,3166.637902,3037.347375,3093.681270,1185.0736
2020-01-02T00:00:00+00:00,3093.681270,3094.878059,3048.293058,3049.489847,1564.7512
2020-01-02T01:00:00+00:00,3049.489847,3058.953599,3000.908599,3010.372352,1771.8673
2020-01-02T02:00:00+00:00,3010.372352,3016.662405,2921.509188,2927.799241,2334.0420
2020-01-02T03:00:00+00:00,2927.799241,2951.997013,2894.181868,2918.379640,870.2960
2020-01-02T04:00:00+00:00,2918.379640,2950.342777,2905.864885,2937.828022,1329.8186
2020-01-02T05:00:00+00:00,2937.828022,2953.959370,2909.752624,2925.883972,1072.7662
2020-01-02T06:00:00+00:00,2925.883972,3007.586421,2854.986119,2936.688568,1375.2172
2020-01-02T07:00:00+00:00,2936.688568,2979.678123,2920.640790,2963.630345,1337.5797
2020-01-02T08:00:00+00:00,2963.630345,3053.072570,2892.560933,2982.003158,1027.7968
2020-01-02T09:00:00+00:00,2982.003158,3042.162138,2948.734784,3008.893763,1486.6038
2020-01-02T10:00:00+00:00,3008.893763,3082.341532,2961.296343,3034.744112,1859.0806
2020-01-02T11:00:00+00:00,3034.744112,3138.590020,2976.606216,3080.452124,1798.7433
2020-01-02T12:00:00+00:00,3080.452124,3112.812871,3076.689011,3109.049758,1507.3670
2020-01-02T13:00:00+00:00,3109.049758,3132.189081,3066.176017,3089.315340,1598.9081
2020-01-02T14:00:00+00:00,3089.315340,3096.568469,3074.095165,3081.348295,1243.4949
2020-01-02T15:00:00+00:00,3081.348295,3114.435991,3047.238636,3080.326332,1058.0908
2020-01-02T16:00:00+00:00,3080.326332,3120.659461,2995.022322,3035.355451,1872.8282
2020-01-02T17:00:00+00:00,3035.355451,3096.294642,2996.350687,3057.289878,1402.0033
2020-01-02T18:00:00+00:00,3057.289878,3123.544860,2997.379035,3063.634016,1377.7672
2020-01-02T19:00:00+00:00,3063.634016,3100.944515,2991.191948,3028.502448,1338.8597
2020-01-02T20:00:00+00:00,3028.502448,3032.924646,2998.885026,3003.307225,1325.0215
2020-01-02T21:00:00+00:00,3003.307225,3034.783756,2945.622540,2977.099071,1568.6155
2020-01-02T22:00:00+00:00,2977.099071,3003.818935,2963.883615,2990.603480,1054.2619
2020-01-02T23:00:00+00:00,2990.603480,3010.516616,2952.799199,2972.712335,1289.6694
2020-01-03T00:00:00+00:00,2972.712335,3006.795572,2965.796711,2999.879948,1290.8604
2020-01-03T01:00:00+00:00,2999.879948,3045.582442,2931.343732,2977.046226,1410.9267
2020-01-03T02:00:00+00:00,2977.046226,2994.547081,2967.606485,2985.107341,1251.1510
2020-01-03T03:00:00+00:00,2985.107341,3031.764534,2943.196940,2989.854132,1240.3501
2020-01-03T04:00:00+00:00,2989.854132,2995.184832,2883.923160,2889.253861,3302.2727
2020-01-03T05:00:00+00:00,2889.253861,2893.386700,2840.755753,2844.888593,1989.3368
2020-01-03T06:00:00+00:00,2844.888593,2890.613254,2799.224406,2844.949067,745.9242
2020-01-03T07:00:00+00:00,2844.949067,2851.567621,2795.839250,2802.457803,1603.3560
2020-01-03T08:00:00+00:00,2802.457803,2821.573356,2747.465816,2766.581369,1697.9700
2020-01-03T09:00:00+00:00,2766.581369,2780.668040,2753.041965,2767.128635,1062.5728
2020-01-03T10:00:00+00:00,2767.128635,2791.446275,2739.045796,2763.363436,1170.6736
2020-01-03T11:00:00+00:00,2763.363436,2778.678879,2760.674617,2775.990059,1367.0233
2020-01-03T12:00:00+00:00,2775.990059,2780.826428,2734.762298,2739.598667,1554.7655
2020-01-03T13:00:00+00:00,2739.598667,2800.789324,2722.866353,2784.057010,2228.2983
2020-01-03T14:00:00+00:00,2784.057010,2849.776010,2771.658799,2837.377799,1729.6055
2020-01-03T15:00:00+00:00,2837.377799,2863.835303,2827.737078,2854.194582,1263.8362
2020-01-03T16:00:00+00:00,2854.194582,2874.784855,2797.744604,2818.334877,1669.3458
2020-01-03T17:00:00+00:00,2818.334877,2842.772366,2807.843344,2832.280832,1066.1659
2020-01-03T18:00:00+00:00,2832.280832,2841.511613,2748.232664,2757.463445,2211.4638
2020-01-03T19:00:00+00:00,2757.463445,2789.222624,2708.524731,2740.283911,1292.5374
2020-01-03T20:00:00+00:00,2740.283911,2796.633686,2734.311417,2790.661192,2048.3914
2020-01-03T21:00:00+00:00,2790.661192,2834.959848,2763.685443,2807.984099,1057.6927
2020-01-03T22:00:00+00:00,2807.984099,2848.896856,2804.342395,2845.255152,1463.9900
2020-01-03T23:00:00+00:00,2845.255152,2878.384954,2833.451076,2866.580878,1630.8544
2020-01-04T00:00:00+00:00,2866.580878,2904.733116,2853.997131,2892.149370,1117.4786
